transaction_id,timestamp,day,merchant_id,merchant_category,merchant_volume_tier,customer_id,customer_tenure_days,customer_tx_count_30d,customer_avg_tx_size,customer_refund_rate,amount,payment_method,bank_name,card_bin,hour_of_day,day_of_week,is_weekend,velocity_1h,velocity_24h,velocity_7d,device_change_flag,geo_mismatch_flag,is_cross_border,3ds_used,is_fraud,is_flagged,is_false_positive,settlement_time_hours
TXN0000787,2024-01-10T20:41:00,9,M0116,Services,low,C00959,25,3,1865,0.1485,1949.78,upi,ICICI,515959,20,2,0,0,0,1,0,0,0,0,1,1,0,39
TXN0000788,2024-01-10T10:51:00,9,M0013,Logistics,high,C00074,19,1,1979,0.0283,15365.93,netbanking,Yes,442404,10,2,0,0,0,0,0,0,0,0,0,0,0,42
TXN0000789,2024-01-10T00:59:00,9,M0198,Food,mid,C01392,141,9,4275,0.1374,1767.02,upi,Canara,569763,0,2,0,0,0,0,0,0,0,1,0,0,0,41
TXN0000790,2024-01-10T13:45:00,9,M0055,Services,mid,C01163,818,101,13424,0.0147,10723.21,card,SBI,525609,13,2,0,0,0,0,0,0,0,0,0,0,0,41
TXN0000791,2024-01-10T21:15:00,9,M0169,Food,low,C00189,240,9,5249,0.0397,2315.45,upi,Canara,460029,21,2,0,0,0,1,0,0,0,0,0,0,0,20
TXN0000792,2024-01-10T02:44:00,9,M0030,B2B,high,C01468,266,20,7538,0.0121,16730.97,wallet,HDFC,426640,2,2,0,0,0,2,0,0,0,0,0,1,0,52
TXN0000793,2024-01-10T09:42:00,9,M0165,Services,low,C00671,931,72,24151,0.0159,36127.95,card,HDFC,486315,9,2,0,0,0,0,0,0,0,0,0,1,0,36
TXN0000794,2024-01-10T06:20:00,9,M0013,Logistics,high,C00014,91,14,5154,0.0628,20052.03,upi,SBI,422995,6,2,0,0,0,1,0,0,0,1,0,0,0,55
TXN0000795,2024-01-10T08:54:00,9,M0189,SaaS,mid,C01138,18,4,1038,0.3389,1159.78,wallet,Canara,433516,8,2,0,0,0,0,0,0,0,0,0,0,0,16
TXN0000796,2024-01-10T13:56:00,9,M0015,Services,low,C00540,122,5,1344,0.0962,3476.53,card,SBI,418827,13,2,0,0,0,1,0,0,0,0,0,0,0,20
TXN0000797,2024-01-10T13:25:00,9,M0035,SaaS,mid,C00042,186,15,2489,0.1032,1275.59,upi,PNB,559265,13,2,0,0,0,1,0,0,0,0,0,0,0,32
TXN0000798,2024-01-10T12:17:00,9,M0160,Services,mid,C01248,819,99,16764,0.0629,11888.73,card,SBI,489991,12,2,0,0,0,1,0,1,0,0,1,1,0,21
TXN0000799,2024-01-10T15:39:00,9,M0162,Services,high,C00823,200,17,1758,0.0443,1384.78,netbanking,Axis,595819,15,2,0,0,0,0,0,0,0,0,0,0,0,58
TXN0000800,2024-01-10T20:04:00,9,M0138,Services,mid,C00890,739,84,21155,0.0579,13073.02,wallet,ICICI,487541,20,2,0,0,0,1,0,0,0,0,1,1,0,55
TXN0000801,2024-01-10T18:33:00,9,M0168,Food,high,C01421,87,15,5114,0.0752,1055.2,card,Canara,444118,18,2,0,0,0,0,0,0,0,1,0,0,0,58
TXN0000802,2024-01-10T08:32:00,9,M0101,Food,low,C00809,22,1,606,0.0443,944.54,wallet,Axis,557717,8,2,0,0,0,1,0,0,0,0,0,0,0,66
TXN0000803,2024-01-10T22:52:00,9,M0148,SaaS,mid,C00646,9,2,523,0.1528,1152.48,wallet,Canara,403106,22,2,0,0,0,0,0,0,0,0,1,1,0,21
TXN0000804,2024-01-10T12:06:00,9,M0090,Logistics,mid,C00804,23,1,528,0.1041,18673.61,card,HDFC,594803,12,2,0,1,0,1,0,0,0,0,1,1,0,48
TXN0000805,2024-01-10T07:29:00,9,M0042,Logistics,mid,C01286,75,13,3108,0.007,4486.81,card,ICICI,445027,7,2,0,0,0,1,0,0,0,1,1,1,0,39
TXN0000806,2024-01-10T00:08:00,9,M0090,Logistics,mid,C00595,91,7,1935,0.1952,8938.85,card,Canara,560713,0,2,0,0,0,0,0,1,0,0,1,1,0,25
TXN0000807,2024-01-11T06:45:00,10,M0101,Food,low,C00668,824,82,12652,0.0095,9710.59,netbanking,SBI,433769,6,3,0,0,0,2,0,1,0,1,1,1,0,56
TXN0000808,2024-01-11T10:09:00,10,M0012,Food,low,C00026,18,3,1611,0.0667,1138.75,wallet,Yes,453663,10,3,0,0,0,0,0,0,0,0,0,0,1,61
TXN0000809,2024-01-11T20:07:00,10,M0146,Food,mid,C00289,838,113,11799,0.0085,14272.9,netbanking,HDFC,465202,20,3,0,0,0,0,0,0,0,1,0,0,0,35
TXN0000810,2024-01-11T14:00:00,10,M0071,Retail,low,C00517,15,2,1142,0.0701,925.58,wallet,SBI,535194,14,3,0,12,0,0,0,1,1,1,0,1,1,18
TXN0000811,2024-01-11T17:06:00,10,M0030,B2B,high,C00734,20,3,635,0.1512,18275.24,upi,Yes,531914,17,3,0,0,0,0,0,0,0,1,0,0,1,41
TXN0000812,2024-01-11T21:47:00,10,M0165,Services,low,C00911,25,1,557,0.0825,2435.71,upi,ICICI,422790,21,3,0,0,0,0,0,1,0,0,0,1,1,22
TXN0000813,2024-01-11T08:28:00,10,M0083,B2B,low,C00654,260,13,1503,0.1147,23530.49,netbanking,HDFC,585256,8,3,0,9,0,1,0,0,0,0,0,0,1,65
TXN0000814,2024-01-11T20:23:00,10,M0139,Logistics,low,C00884,81,15,4291,0.1355,3652.31,wallet,Canara,484194,20,3,0,0,0,1,0,0,0,0,0,0,0,66
TXN0000815,2024-01-11T23:51:00,10,M0022,Retail,low,C00219,7,1,1716,0.0124,5010.24,upi,ICICI,501988,23,3,0,0,0,0,1,0,1,0,0,1,1,69
TXN0000816,2024-01-11T03:48:00,10,M0091,Logistics,high,C01086,992,108,19509,0.0238,39170.78,wallet,HDFC,402034,3,3,0,0,0,0,0,0,0,1,1,1,0,41
TXN0000817,2024-01-11T13:36:00,10,M0110,Food,high,C01394,256,12,4023,0.0716,3234.99,card,Canara,551339,13,3,0,0,0,0,0,0,0,0,0,0,0,20
TXN0000818,2024-01-11T17:59:00,10,M0119,Retail,high,C00215,256,18,4067,0.245,22724.33,netbanking,SBI,534575,17,3,0,0,0,0,0,1,0,0,1,1,0,72
TXN0000819,2024-01-11T07:49:00,10,M0143,Logistics,mid,C01259,95,11,5481,0.2295,10505.55,wallet,Axis,530139,7,3,0,0,1,2,0,0,0,0,0,0,0,51
TXN0000820,2024-01-11T15:16:00,10,M0186,B2B,mid,C01338,7,2,1332,0.074,12583.5,netbanking,Kotak,571492,15,3,0,0,0,0,0,0,0,0,0,0,1,65
TXN0000821,2024-01-11T21:46:00,10,M0090,Logistics,mid,C01163,818,101,13424,0.0147,7340.75,upi,Canara,558851,21,3,0,0,0,1,0,0,0,0,0,0,0,39
TXN0000822,2024-01-11T18:59:00,10,M0093,SaaS,mid,C01036,209,8,7172,0.1514,8139.99,upi,Canara,581776,18,3,0,0,0,1,0,0,0,0,0,0,0,53
TXN0000823,2024-01-11T20:43:00,10,M0171,Retail,low,C00200,274,10,1297,0.0557,1792.06,card,Yes,474061,20,3,0,0,0,0,0,0,1,0,0,0,0,38
TXN0000824,2024-01-11T14:43:00,10,M0148,SaaS,mid,C01203,13,3,700,0.0223,1074.39,wallet,Axis,482198,14,3,0,0,0,0,0,0,0,0,0,0,1,63
TXN0000825,2024-01-11T15:03:00,10,M0030,B2B,high,C00583,15,2,1989,0.0074,27298.6,netbanking,Yes,496506,15,3,0,0,0,1,0,0,0,0,0,0,1,14
TXN0000826,2024-01-11T22:16:00,10,M0038,B2B,mid,C00075,161,7,7977,0.0608,19280.76,card,ICICI,566426,22,3,0,0,0,0,0,0,0,0,1,1,0,60
TXN0000827,2024-01-11T11:57:00,10,M0003,SaaS,low,C00857,994,96,3975,0.0102,1878.12,netbanking,Axis,575950,11,3,0,0,0,1,0,0,1,1,0,0,0,35
TXN0000828,2024-01-11T22:13:00,10,M0082,B2B,high,C00696,22,2,823,0.2265,25005.62,card,Canara,507463,22,3,0,0,0,1,0,0,0,1,0,1,1,58
TXN0000829,2024-01-11T03:33:00,10,M0153,Food,low,C00126,6,4,711,0.1739,200,upi,SBI,579739,3,3,0,0,0,0,0,0,0,1,0,0,1,40
TXN0000830,2024-01-11T12:38:00,10,M0095,Food,low,C00690,20,2,922,0.0354,1165.79,card,Kotak,481091,12,3,0,0,0,0,0,1,0,0,0,1,1,50
TXN0000831,2024-01-11T17:35:00,10,M0121,Food,low,C00335,74,20,5337,0.0794,6100.94,wallet,SBI,429484,17,3,0,0,0,0,0,0,1,0,0,0,0,13
TXN0000832,2024-01-11T13:41:00,10,M0122,Retail,low,C00174,247,16,4266,0.0312,5733.87,wallet,SBI,543524,13,3,0,0,0,1,0,0,0,1,0,0,0,24
TXN0000833,2024-01-11T17:47:00,10,M0038,B2B,mid,C00325,126,10,1254,0.1405,34937.58,netbanking,Kotak,509040,17,3,0,0,0,0,1,1,0,0,1,1,0,49
TXN0000834,2024-01-11T11:54:00,10,M0082,B2B,high,C00281,123,14,1264,0.0655,32488.66,netbanking,Yes,446369,11,3,0,0,0,0,0,0,0,1,1,1,0,47
TXN0000835,2024-01-11T20:16:00,10,M0119,Retail,high,C01423,8,4,1688,0.1325,1259.78,wallet,HDFC,513764,20,3,0,0,0,0,1,1,0,0,1,1,0,44
TXN0000836,2024-01-11T14:09:00,10,M0128,B2B,high,C01242,801,109,18019,0.0054,17213.19,wallet,Kotak,431333,14,3,0,0,0,0,1,0,0,1,1,1,0,24
TXN0000837,2024-01-11T17:34:00,10,M0126,B2B,low,C00152,16,4,1319,0.1659,10574.65,netbanking,ICICI,437839,17,3,0,0,0,0,0,0,0,0,0,0,1,69
TXN0000838,2024-01-11T09:23:00,10,M0031,Food,mid,C00356,182,11,1794,0.0139,392.06,upi,Canara,400724,9,3,0,0,0,0,0,0,0,1,0,0,0,12
TXN0000839,2024-01-11T13:57:00,10,M0177,Food,low,C01053,172,16,7541,0.0741,10398.05,netbanking,Canara,556526,13,3,0,10,0,0,0,0,0,0,0,0,0,53
TXN0000840,2024-01-11T00:43:00,10,M0075,Retail,mid,C00844,101,14,6949,0.0502,13130.54,netbanking,HDFC,438953,0,3,0,0,0,0,0,0,0,1,1,1,0,42
TXN0000841,2024-01-11T17:39:00,10,M0041,B2B,low,C01405,22,1,758,0.1553,47197.26,wallet,Kotak,569979,17,3,0,0,0,0,1,0,0,0,1,1,0,54
TXN0000842,2024-01-11T10:55:00,10,M0085,SaaS,mid,C01310,784,79,24837,0.0081,6509.34,netbanking,SBI,414721,10,3,0,0,0,0,0,0,0,0,0,0,0,19
TXN0000843,2024-01-11T21:50:00,10,M0089,Food,low,C01472,807,92,5392,0.0039,2034.79,wallet,PNB,594395,21,3,0,0,0,0,0,0,0,0,0,0,0,50
TXN0000844,2024-01-11T20:49:00,10,M0114,Logistics,mid,C00776,14,4,962,0.1036,9132.26,netbanking,PNB,535321,20,3,0,0,0,0,0,0,0,1,0,0,0,49
TXN0000845,2024-01-11T19:21:00,10,M0156,Services,mid,C00071,14,4,804,0.0899,2196.01,card,SBI,467747,19,3,0,0,0,0,0,0,0,1,0,0,0,21
TXN0000846,2024-01-11T18:55:00,10,M0112,Logistics,mid,C01210,5,3,1470,0.1267,19812.74,card,ICICI,463638,18,3,0,0,0,0,0,0,0,0,0,0,1,19
TXN0000847,2024-01-11T16:44:00,10,M0128,B2B,high,C01363,830,106,14828,0.0184,25616.36,wallet,Kotak,440596,16,3,0,0,0,0,0,0,0,0,1,1,0,43
TXN0000848,2024-01-11T19:33:00,10,M0169,Food,low,C00274,16,2,1546,0.0683,351.39,wallet,Kotak,559606,19,3,0,0,0,0,0,0,0,1,0,0,0,31
TXN0000849,2024-01-11T21:06:00,10,M0098,Retail,mid,C00010,111,19,3864,0.0703,1914.88,upi,Kotak,490213,21,3,0,8,0,0,0,0,0,0,0,0,0,69
TXN0000850,2024-01-11T12:58:00,10,M0046,SaaS,high,C00867,176,15,2934,0.1788,783.21,wallet,Kotak,418159,12,3,0,0,0,0,0,0,0,1,0,0,0,70
TXN0000851,2024-01-11T16:13:00,10,M0156,Services,mid,C00278,116,14,1267,0.0687,4113.86,card,Kotak,498796,16,3,0,0,0,0,0,0,0,0,0,0,0,13
TXN0000852,2024-01-11T13:15:00,10,M0028,Retail,mid,C00313,188,6,2469,0.0733,2845.42,card,Axis,416279,13,3,0,0,0,0,0,0,0,0,0,0,0,13
TXN0000853,2024-01-11T03:20:00,10,M0168,Food,high,C00857,994,96,3975,0.0102,1903.11,wallet,SBI,570542,3,3,0,1,1,2,0,0,0,0,1,1,0,16
TXN0000854,2024-01-11T10:55:00,10,M0137,B2B,mid,C00847,82,20,2057,0.0392,27797.11,card,HDFC,528854,10,3,0,0,0,0,0,0,0,1,1,1,0,69
TXN0000855,2024-01-11T17:19:00,10,M0124,Retail,low,C01105,6,2,864,0.0973,1496.19,upi,SBI,564751,17,3,0,0,0,1,0,0,0,0,0,0,0,23
TXN0000856,2024-01-11T11:37:00,10,M0086,Retail,high,C00285,799,102,4942,0.075,6564.87,card,SBI,581581,11,3,0,0,0,0,0,1,0,0,1,1,0,40
TXN0000857,2024-01-11T16:53:00,10,M0009,Retail,low,C00672,25,1,1404,0.0267,1219.98,upi,Axis,513401,16,3,0,0,0,0,0,0,0,0,0,0,0,30
TXN0000858,2024-01-11T21:44:00,10,M0032,Food,low,C00906,217,13,6576,0.0693,3891.8,wallet,Canara,547072,21,3,0,0,0,1,0,0,0,1,0,0,0,17
TXN0000859,2024-01-11T09:14:00,10,M0190,Services,low,C00014,91,14,5154,0.0628,3246.19,card,Axis,570491,9,3,0,0,0,2,0,0,0,0,0,0,0,65
TXN0000860,2024-01-11T05:21:00,10,M0115,Services,high,C01023,277,12,6737,0.1289,9686.06,wallet,Axis,595418,5,3,0,0,0,0,0,0,0,0,1,1,0,22
TXN0000861,2024-01-11T04:46:00,10,M0140,Logistics,high,C00705,160,20,7633,0.1856,31345.9,wallet,Canara,570194,4,3,0,0,0,0,0,0,0,1,1,1,0,38
TXN0000862,2024-01-11T11:37:00,10,M0122,Retail,low,C01142,239,20,1936,0.0703,5158.05,upi,Kotak,473016,11,3,0,0,0,0,0,0,0,0,0,0,0,28
TXN0000863,2024-01-11T08:45:00,10,M0191,Logistics,high,C01374,5,2,1806,0.0599,6358.54,upi,PNB,442383,8,3,0,0,0,1,0,0,0,0,0,0,0,72
TXN0000864,2024-01-11T10:10:00,10,M0080,Logistics,low,C01193,262,17,3211,0.1334,26977.08,upi,SBI,588327,10,3,0,0,0,0,1,0,0,0,1,1,0,27
TXN0000865,2024-01-11T06:48:00,10,M0147,SaaS,mid,C01047,82,16,3732,0.0328,3905.73,upi,ICICI,495938,6,3,0,0,0,1,0,0,0,1,0,0,0,29
TXN0000866,2024-01-11T15:28:00,10,M0050,Logistics,high,C00667,24,2,1269,0.1222,7351.08,netbanking,Yes,529666,15,3,0,0,0,0,0,0,0,0,0,0,0,48
TXN0000867,2024-01-11T20:15:00,10,M0094,SaaS,high,C00753,245,8,2753,0.1068,940.12,upi,Axis,563647,20,3,0,0,0,0,0,0,0,1,0,0,0,32
TXN0000868,2024-01-11T18:04:00,10,M0033,Logistics,low,C01357,5,3,659,0.0843,10562.01,netbanking,Yes,439043,18,3,0,0,0,0,0,0,0,1,0,0,1,62
TXN0000869,2024-01-11T15:16:00,10,M0170,Logistics,mid,C00277,164,20,4404,0.1783,9281.92,card,ICICI,444179,15,3,0,0,0,0,1,0,0,1,0,1,0,30
TXN0000870,2024-01-11T18:14:00,10,M0002,B2B,low,C01438,223,12,1229,0.2301,15171.49,upi,Yes,588332,18,3,0,0,0,0,0,0,0,1,1,1,0,42
TXN0000871,2024-01-11T02:59:00,10,M0146,Food,mid,C00649,917,54,4240,0.0152,2760.05,upi,ICICI,453463,2,3,0,0,0,0,0,0,0,0,0,0,1,58
TXN0000872,2024-01-11T12:12:00,10,M0059,Logistics,mid,C00536,12,4,1407,0.0616,23885.51,card,ICICI,430539,12,3,0,0,0,2,0,0,0,0,0,0,1,51
TXN0000873,2024-01-11T23:02:00,10,M0022,Retail,low,C01425,25,4,1901,0.0218,3382.16,upi,PNB,577583,23,3,0,0,0,0,0,0,0,0,0,0,1,22
TXN0000874,2024-01-11T14:37:00,10,M0048,SaaS,mid,C00239,8,2,993,0.0332,1594.32,card,ICICI,515938,14,3,0,0,0,1,0,1,0,1,1,1,0,39
TXN0000875,2024-01-11T22:45:00,10,M0160,Services,mid,C00816,19,4,737,0.0138,545.15,wallet,Kotak,409375,22,3,0,0,0,0,0,0,0,0,0,0,0,19
TXN0000876,2024-01-11T18:15:00,10,M0061,Services,low,C01479,922,53,17547,0.0327,7343.08,upi,Canara,518956,18,3,0,0,1,1,0,0,0,0,0,0,0,34
TXN0000877,2024-01-11T19:48:00,10,M0181,Food,high,C01337,137,13,4759,0.0393,2632.8,wallet,HDFC,449273,19,3,0,6,0,0,0,0,0,0,0,0,0,36
TXN0000878,2024-01-11T12:00:00,10,M0197,Food,low,C00421,155,8,1375,0.2041,512.28,card,Axis,580885,12,3,0,0,0,0,0,0,0,1,0,0,0,18
TXN0000879,2024-01-11T18:37:00,10,M0190,Services,low,C01395,20,2,590,0.0494,728.44,wallet,Yes,540120,18,3,0,0,0,0,0,0,0,1,0,0,1,68
TXN0000880,2024-01-11T15:41:00,10,M0178,Logistics,low,C01109,246,13,2185,0.0325,13403.38,card,Yes,544286,15,3,0,0,0,0,0,0,0,0,0,0,0,34
TXN0000881,2024-01-11T20:26:00,10,M0080,Logistics,low,C00230,19,3,1131,0.0522,2227.19,wallet,Axis,503908,20,3,0,0,0,0,0,0,0,0,0,0,0,24
TXN0000882,2024-01-11T17:26:00,10,M0037,Retail,mid,C00492,12,1,822,0.0267,1718.32,wallet,Axis,528737,17,3,0,0,0,0,0,0,0,1,0,0,1,37
TXN0000883,2024-01-11T08:28:00,10,M0058,B2B,low,C00216,198,9,6353,0.0248,24012.16,upi,Yes,515189,8,3,0,0,0,1,1,0,0,1,1,1,0,31
TXN0000884,2024-01-11T07:19:00,10,M0182,Retail,high,C00438,15,4,1953,0.1344,857.54,wallet,HDFC,487253,7,3,0,0,0,0,1,0,0,0,1,1,0,29
TXN0000885,2024-01-11T11:15:00,10,M0097,Services,low,C00718,996,52,12606,0.0099,13431.09,card,Kotak,577381,11,3,0,10,0,0,0,0,0,0,0,0,0,29
TXN0000886,2024-01-11T12:00:00,10,M0086,Retail,high,C01160,13,3,1349,0.0094,1492.03,card,PNB,553890,12,3,0,0,0,0,1,0,0,1,1,1,0,20
TXN0000887,2024-01-11T18:47:00,10,M0176,SaaS,low,C00202,287,9,7971,0.0742,8118.55,wallet,HDFC,553479,18,3,0,0,0,0,0,0,0,1,0,0,0,57
TXN0000888,2024-01-11T19:50:00,10,M0154,Retail,low,C01174,13,1,894,0.1125,1039.08,wallet,Canara,408893,19,3,0,0,0,1,0,0,1,0,0,0,0,63
TXN0000889,2024-01-11T10:45:00,10,M0124,Retail,low,C01168,266,17,7311,0.0744,2935.03,upi,Canara,582272,10,3,0,0,0,0,0,0,0,0,0,0,0,39
TXN0000890,2024-01-11T22:07:00,10,M0033,Logistics,low,C00972,154,6,1551,0.1387,5985.59,netbanking,Yes,553374,22,3,0,13,0,0,0,0,0,0,0,0,0,19
TXN0000891,2024-01-11T08:17:00,10,M0104,Food,low,C01457,175,14,4484,0.2094,1801.66,upi,SBI,579067,8,3,0,0,0,0,0,0,0,1,0,0,0,53
TXN0000892,2024-01-11T17:02:00,10,M0086,Retail,high,C00918,794,115,11397,0.0088,6251.77,card,Yes,587074,17,3,0,0,0,1,0,0,0,1,0,0,0,68
TXN0000893,2024-01-11T16:51:00,10,M0138,Services,mid,C00413,170,12,4947,0.0694,5581.3,netbanking,PNB,471806,16,3,0,0,0,0,0,0,0,0,0,0,0,42
TXN0000894,2024-01-11T20:46:00,10,M0024,B2B,mid,C00169,92,14,6033,0.1224,17612.02,upi,Canara,590767,20,3,0,0,0,1,0,0,0,1,0,0,0,38
TXN0000895,2024-01-11T09:45:00,10,M0030,B2B,high,C00155,243,18,2365,0.2072,16811.57,netbanking,Canara,455806,9,3,0,0,0,1,0,0,0,0,0,0,0,54
TXN0000896,2024-01-11T13:18:00,10,M0132,Food,mid,C01119,9,1,1815,0.0138,1293.28,card,Yes,424853,13,3,0,0,0,0,0,0,0,0,0,0,1,58
TXN0000897,2024-01-11T08:10:00,10,M0197,Food,low,C01136,979,55,14910,0.0392,16661.94,card,Axis,549708,8,3,0,0,0,0,0,0,0,0,0,0,0,16
TXN0000898,2024-01-11T13:06:00,10,M0104,Food,low,C00629,174,16,3559,0.0527,1227.26,upi,PNB,587064,13,3,0,6,0,0,1,0,0,0,0,1,0,63
TXN0000899,2024-01-11T19:48:00,10,M0148,SaaS,mid,C00460,233,15,4931,0.0947,1538.4,netbanking,Canara,507312,19,3,0,0,0,0,0,0,0,1,0,0,0,38
TXN0000900,2024-01-11T10:20:00,10,M0088,Food,low,C00121,79,10,7331,0.1149,5188.38,netbanking,Canara,524945,10,3,0,0,0,0,0,0,0,1,0,0,0,70
TXN0000901,2024-01-11T18:03:00,10,M0010,SaaS,high,C00396,14,4,1990,0.0986,686.6,netbanking,Yes,445044,18,3,0,0,0,0,0,0,0,0,0,0,0,40
TXN0000902,2024-01-11T09:48:00,10,M0057,Food,high,C00494,209,16,3846,0.0782,1946.96,netbanking,Canara,504782,9,3,0,0,0,0,0,1,0,0,1,1,0,20
TXN0000903,2024-01-11T15:37:00,10,M0087,Logistics,mid,C01450,183,14,6286,0.0681,11943.13,card,SBI,529123,15,3,0,0,0,0,1,0,0,1,0,1,0,28
TXN0000904,2024-01-11T11:49:00,10,M0033,Logistics,low,C00306,139,18,6979,0.0673,11579.82,card,ICICI,409265,11,3,0,0,0,1,0,0,0,1,0,0,0,42
TXN0000905,2024-01-12T16:16:00,11,M0001,Retail,high,C01112,167,12,6759,0.0311,6179.07,card,Kotak,496242,16,4,0,0,0,0,1,0,0,0,0,1,0,17
TXN0000906,2024-01-12T15:00:00,11,M0032,Food,low,C00737,14,4,754,0.1322,3069.2,wallet,PNB,541650,15,4,0,0,0,0,0,0,1,0,0,0,1,52
TXN0000907,2024-01-12T10:46:00,11,M0098,Retail,mid,C00605,13,3,1579,0.0919,1291.6,netbanking,Axis,586984,10,4,0,0,0,0,0,0,0,0,0,0,1,24
TXN0000908,2024-01-12T15:16:00,11,M0165,Services,low,C01233,239,11,5229,0.0346,3734.18,card,Axis,421050,15,4,0,0,0,1,0,0,0,1,0,0,0,22
TXN0000909,2024-01-12T19:26:00,11,M0024,B2B,mid,C01216,914,76,5925,0.0032,26545.32,wallet,HDFC,505715,19,4,0,0,0,0,0,0,0,1,1,1,0,31
TXN0000910,2024-01-12T19:36:00,11,M0126,B2B,low,C00855,10,1,1044,0.075,18276.25,wallet,PNB,444275,19,4,0,6,0,1,0,0,0,0,0,0,1,48
TXN0000911,2024-01-12T10:36:00,11,M0194,Retail,mid,C00820,792,100,15240,0.0131,3898.25,netbanking,PNB,494973,10,4,0,0,0,0,0,0,0,0,0,0,0,35
TXN0000912,2024-01-12T09:03:00,11,M0050,Logistics,high,C00152,16,4,1319,0.1659,7656.51,card,Yes,592893,9,4,0,0,1,1,0,0,0,0,0,0,1,25
TXN0000913,2024-01-12T17:18:00,11,M0184,Logistics,high,C01442,13,1,1831,0.0407,12621.43,upi,ICICI,552111,17,4,0,0,0,0,0,0,0,0,1,1,0,31
TXN0000914,2024-01-12T17:47:00,11,M0140,Logistics,high,C01063,16,2,1323,0.0664,6328.17,card,Canara,534767,17,4,0,0,0,0,0,0,0,0,0,0,0,72
TXN0000915,2024-01-12T05:52:00,11,M0071,Retail,low,C00187,270,12,1258,0.1298,1826.55,netbanking,ICICI,403795,5,4,0,0,0,1,1,0,0,0,1,1,0,64
TXN0000916,2024-01-12T14:19:00,11,M0063,SaaS,high,C01465,199,13,5560,0.1649,2230.18,netbanking,SBI,531379,14,4,0,0,0,1,0,0,0,1,0,0,0,33
TXN0000917,2024-01-12T18:19:00,11,M0099,B2B,low,C00894,209,14,1372,0.0327,25575.52,upi,PNB,533198,18,4,0,0,0,0,0,0,0,1,0,0,0,14
TXN0000918,2024-01-12T09:32:00,11,M0101,Food,low,C00323,257,11,4702,0.0794,3602.72,card,Yes,465833,9,4,0,0,0,0,0,0,0,0,0,0,0,23
TXN0000919,2024-01-12T11:52:00,11,M0028,Retail,mid,C00382,183,7,3754,0.1617,8934.94,netbanking,HDFC,455558,11,4,0,0,0,0,0,0,0,1,0,0,0,29
TXN0000920,2024-01-12T16:56:00,11,M0117,SaaS,low,C00881,257,14,5596,0.1712,6062.87,wallet,Yes,492051,16,4,0,0,0,1,1,0,0,0,1,1,0,44
TXN0000921,2024-01-12T15:02:00,11,M0182,Retail,high,C01437,172,14,2265,0.197,865.51,wallet,HDFC,426323,15,4,0,0,0,0,0,0,0,0,0,0,0,32
TXN0000922,2024-01-12T13:50:00,11,M0191,Logistics,high,C00000,855,97,12338,0.0029,20660.28,upi,Yes,546521,13,4,0,0,0,0,0,0,0,0,0,0,0,53
TXN0000923,2024-01-12T14:12:00,11,M0023,Services,low,C01224,168,17,1803,0.2423,1627.31,card,PNB,539527,14,4,0,0,0,0,0,0,0,0,0,0,0,62
TXN0000924,2024-01-12T21:38:00,11,M0169,Food,low,C01008,20,4,1754,0.1233,615.38,upi,Canara,584023,21,4,0,0,0,0,0,0,0,0,0,0,0,21
TXN0000925,2024-01-12T18:17:00,11,M0151,Food,low,C00450,253,6,6741,0.0816,2656.37,card,Canara,577267,18,4,0,0,0,0,0,0,0,0,0,0,0,43
TXN0000926,2024-01-12T17:16:00,11,M0092,Food,low,C01069,740,66,8096,0.0128,4882.63,upi,Axis,415609,17,4,0,0,0,1,0,0,0,0,0,0,0,65
TXN0000927,2024-01-12T06:07:00,11,M0094,SaaS,high,C00150,11,1,908,0.0473,913.79,card,Axis,451292,6,4,0,0,0,1,0,0,0,0,0,0,0,49
TXN0000928,2024-01-12T21:03:00,11,M0190,Services,low,C01040,22,4,786,0.1055,4148.3,upi,HDFC,552745,21,4,0,0,0,0,0,0,0,0,0,0,0,48
TXN0000929,2024-01-12T19:53:00,11,M0195,Food,high,C00828,99,20,5319,0.1355,1120.13,wallet,Yes,469104,19,4,0,0,0,0,0,1,0,0,0,1,1,13
TXN0000930,2024-01-12T17:53:00,11,M0103,Services,low,C00023,973,107,11493,0.023,12297.93,netbanking,HDFC,527693,17,4,0,0,0,0,0,0,0,0,0,0,0,29
TXN0000931,2024-01-12T01:39:00,11,M0020,B2B,low,C00624,65,14,6233,0.047,9774.87,netbanking,Canara,506492,1,4,0,0,0,0,0,0,0,0,1,1,0,68
TXN0000932,2024-01-12T21:18:00,11,M0153,Food,low,C00707,138,10,6761,0.0794,2672.37,upi,SBI,579930,21,4,0,0,0,1,0,0,0,0,0,0,0,40
TXN0000933,2024-01-12T07:46:00,11,M0099,B2B,low,C00173,100,19,4404,0.0825,13027.32,wallet,Canara,570515,7,4,0,0,0,0,0,0,0,0,0,0,0,36
TXN0000934,2024-01-12T10:10:00,11,M0040,SaaS,mid,C01019,794,116,24749,0.0205,53611.62,card,Yes,438786,10,4,0,0,0,0,0,0,0,0,1,1,0,33
TXN0000935,2024-01-12T03:33:00,11,M0038,B2B,mid,C00699,115,19,2458,0.0619,41268.02,upi,Yes,439373,3,4,0,0,0,0,0,0,1,0,1,1,0,58
TXN0000936,2024-01-12T17:32:00,11,M0058,B2B,low,C00676,205,16,3731,0.1246,17353.99,upi,HDFC,558474,17,4,0,0,0,2,0,0,0,1,0,0,0,68
